"AnimalName","numberOfAnimals","AnimalType"
"Bob Marley",1,"D"
"Picollo",1,"D"
"Teppi",1,"D"
"Condo",1,"D"
"Jinty",1,"D"
"Hosea",1,"D"
"Oatsey",1,"D"
"Basha",1,"D"
"Kandy",1,"D"
"Netty",1,"D"
"Loopen",1,"D"
"Axel Floyd",1,"D"
"Tess Dog",1,"D"
"Amparo",1,"D"
"Boo (Ricky 2)",1,"D"
"Bastian",1,"D"
"Rummi",1,"D"
"Mr Sunny",1,"D"
"Conrad",1,"D"
"Degan",1,"D"
"Beaty",1,"D"
"Kata",1,"D"
"Dec",1,"D"
"Banks",1,"D"
"Whanuia",1,"D"
"Jaice",1,"D"
"Lille",1,"D"
"Gyro",1,"D"
"Bel",1,"D"
"Caffa",1,"D"
"Micha",1,"D"
"Omah",1,"D"
"Jefferson",1,"D"
"Roxxie",1,"D"
"Cea",1,"D"
"Dukie Thornton",1,"D"
"BJ
BJ",1,"D"
"Sulkie",1,"D"
"Lilly May",1,"D"
"Rikki",1,"D"
"Stella Crump",1,"D"
"Sadi",1,"D"
"Dusty 2",1,"D"
"Kittie",1,"D"
"Lindee Lu",1,"D"
"Nooka",1,"D"
"Yang",1,"D"
"Paesleigh",1,"D"
"Zuba",1,"D"
"Omar",1,"D"
"Trini",1,"D"
"Gog",1,"D"
"Karlee",1,"D"
"Boesman",1,"D"
"Bego",1,"D"
"Ollie*",1,"D"
"Fergal",1,"D"
"Bas",1,"D"
"Maveric",1,"D"
"Kendra",1,"D"
"Shaza",1,"D"
"Vincent Jones",1,"D"
"Judi",1,"D"
"Quito",1,"D"
"Guido",1,"D"
"Ceiledh",1,"D"
"Duma",1,"D"
"Uma",1,"D"
"Jeronomo",1,"D"
"Charlie Wilson",1,"D"
"McDougal",1,"D"
"Cadar",1,"D"
"Chisum",1,"D"
"Mische",1,"D"
"Togo",1,"D"
"Brows",1,"D"
"Caramello (Melly)",1,"D"
"Shah",1,"D"
"Beavette",1,"D"
"Slate",1,"D"
"Wallie",1,"D"
"Mindi-mu",1,"D"
"Ramseys",1,"D"
"Fantom",1,"D"
"Chilton",1,"D"
"Little Ben",1,"D"
"Mister Boots",1,"D"
"Random",1,"D"
"C J",1,"D"
"Daisha",1,"D"
"Mr Chester",1,"D"
"Juzy",1,"D"
"Zeiba",1,"D"
"Narjee",1,"D"
"Maru",1,"D"
"Coco-Chanel",1,"D"
"Esmay",1,"D"
"Pheobie",1,"D"
"'GP"" Guinea Pig",1,"D"
"Mang",1,"D"
"Bruny",1,"D"
"Belkie",1,"D"
"Tirriki",1,"D"
"Playful",1,"D"
"Cameo",1,"D"
"Jipsy",1,"D"
"Jimmy choo",1,"D"
"Keeshan",1,"D"
"Gumby",1,"D"
"Toola",1,"D"
"Stixi",1,"D"
"Bream Bow",1,"D"
"Luis Neilson",1,"D"
"Rebyl",1,"D"
"Coolio",1,"D"
"Yoyo",1,"D"
"Kirro",1,"D"
"Ming",1,"D"
"Samara",1,"D"
"Joseph Walter",1,"D"
"Zane Hurcules",1,"D"
"Merlea",1,"D"
"Bullett",1,"D"
"Blackdog",1,"D"
"Kosha",1,"D"
"Iggy Gordon",1,"D"
"Ariella",1,"D"
"Lainie",1,"D"
"Sharny",1,"D"
"Carlito",1,"D"
"Macy Gray",1,"D"
"Amaroo",1,"D"
"Prancer",1,"D"
"Tajh",1,"D"
"B J Remus",1,"D"
"Dannielle",1,"D"
"Abbee",1,"D"
"Hinto",1,"D"
"Janis",1,"D"
"Rylo",1,"D"
"Hilts",1,"D"
"Rabbi",1,"D"
"Bristol",1,"D"
"Florance",1,"D"
"Pedro Rocco",1,"D"
"Shepherd",1,"D"
"Deyeal",1,"D"
"Bouchee",1,"D"
"Burt",1,"D"
"Georgiana",1,"D"
"Cherub",1,"D"
"Shirl",1,"D"
"Princess Sugar",1,"D"
"Arkana",1,"D"
"Harry andrew",1,"D"
"Missie moo",1,"D"
"Maio",1,"D"
"Jazza",1,"D"
"J-lo",1,"D"
"Bowdie",1,"D"
"Papi",1,"D"
"Pappy",1,"D"
"Sinting",1,"D"
"Brewza",1,"D"
"Bepsi",1,"D"
"Gidgea",1,"D"
"Kelton",1,"D"
"Muz",1,"D"
"Ruby vegas",1,"D"
"Boofie",1,"D"
"Kosmo",1,"D"
"Edi",1,"D"
"Sassafras",1,"D"
"Tifla",1,"D"
"Kirsty",1,"D"
"Wott",1,"D"
"Bridee",1,"D"
"Osiris",1,"D"
"Champaign",1,"D"
"Bronco hoskin",1,"D"
"Malli",1,"D"
"Tana",1,"D"
"Jembe",1,"D"
"Snifter",1,"D"
"Digi",1,"D"
"Molly adams",1,"D"
"Too-ee",1,"D"
"Macallan",1,"D"
"Petty",1,"D"
"Nimbi",1,"D"
"Rolf",1,"D"
"Scherrie",1,"D"
"K c",1,"D"
"Meea",1,"D"
"Rovi",1,"D"
"Billy allocabah",1,"D"
"Snowbell",1,"D"
"Tempest",1,"D"
"Tiah",1,"D"
"Yuka",1,"D"
"Bacchus",1,"D"
"Mr parker",1,"D"
"Roxy girl",1,"D"
"Stussy",1,"D"
"Yugi",1,"D"
"Emilea",1,"D"
"Emmy-lou",1,"D"
"Wheals",1,"D"
"Elle clarke",1,"D"
"Rhubarb",1,"D"
"Boyka",1,"D"
"Ping Pong",1,"D"
"Marcia",1,"D"
"Corra lou",1,"D"
"Made (pronounced maddy)",1,"D"
"Minamali",1,"D"
"Shikara",1,"D"
"Tricky",1,"D"
"Kabi",1,"D"
"Sophie gladys",1,"D"
"Zieke",1,"D"
"Switzer",1,"D"
"Farmer",1,"D"
"Gandalf",1,"D"
"Hadley",1,"D"
"Shaggy zucchero",1,"D"
"Sweetums",1,"D"
"Buffy hunt",1,"D"
"Negrita",1,"D"
"Jade louise",1,"D"
"Mickie",1,"D"
"Hawke",1,"D"
"Isha",1,"D"
"Bugalugs",1,"D"
"Jigsaw",1,"D"
"O'malley",1,"D"
"Serrya",1,"D"
"Bindii",1,"D"
"Bale",1,"D"
"Irena",1,"D"
"Whoopy viii",1,"D"
"Lina",1,"D"
"Miah-fajita",1,"D"
"Coco jaz",1,"D"
"Zoee em",1,"D"
"Virgil",1,"D"
"Keke",1,"D"
"Cece",1,"D"
"Jackson montgomery jnr",1,"D"
"Nel",1,"D"
"Homa",1,"D"
"Rodi",1,"D"
"Roofus",1,"D"
"Nikko",1,"D"
"Gussy girl",1,"D"
"Michaela",1,"D"
"Spartan",1,"D"
"Bunjo",1,"D"
"Gordon McGee",1,"D"
"Azzi",1,"D"
"Pop",1,"D"
"Black jack",1,"D"
"Mr Bennett",1,"D"
"Luie",1,"D"
"Ritchie",1,"D"
"Tractor",1,"D"
"Lucy b",1,"D"
"Charja",1,"D"
"Arnika",1,"D"
"Tierney o'kane",1,"D"
"Keevah",1,"D"
"Schnoux",1,"D"
"Lefty",1,"D"
"Rustas",1,"D"
"Kofi",1,"D"
"Fidi",1,"D"
"Beejay",1,"D"
"Odee",1,"D"
"Stinky",1,"D"
"Harvey bentley",1,"D"
"Cudgee",1,"D"
"Fizz",1,"D"
"Tordie",1,"D"
"Chelsy",1,"D"
"Heidy",1,"D"
"Mary jane (mj)",1,"D"
"Jussi",1,"D"
"Tettley",1,"D"
"Maxwel",1,"D"
"Greaser",1,"D"
"Cooper cohen gear",1,"D"
"Wee geordie",1,"D"
"Bella jane",1,"D"
"Matey",1,"D"
"Mahalo",1,"D"
"Diaz",1,"D"
"Kwaeme",1,"D"
"Mimosa",1,"D"
"Foley",1,"D"
"Ezzy",1,"D"
"Banjee",1,"D"
"Butchie",1,"D"
"Rfur",1,"D"
"Kokmo- Dawn",1,"D"
"Ralph Edwards",1,"D"
"Missy raney",1,"D"
"Cork",1,"D"
"Elaina",1,"D"
"Bee bee",1,"D"
"Kael",1,"D"
"Star trek",1,"D"
"Louis samual vincent iii",1,"D"
"Kanzi",1,"D"
"Janda",1,"D"
"Jubei",1,"D"
"Dixi",1,"D"
"Cringer",1,"D"
"Sharkey",1,"D"
"Diesal",1,"D"
"Subi",1,"D"
"Kyta",1,"D"
"Tramp",1,"D"
"Chilla",1,"D"
"Kassaan",1,"D"
"Snook",1,"D"
"Coorah",1,"D"
"Samson (sammy)",1,"D"
"Raggsie",1,"D"
"Kaboo",1,"D"
"Doona",1,"D"
"Mischie",1,"D"
"Talli",1,"D"
"Captain pugwash",1,"D"
"Tiger berry",1,"D"
"Chinook",1,"D"
"Sleepy",1,"D"
"Syrus",1,"D"
"Rupert noah",1,"D"
"Dexda",1,"D"
"Chaise",1,"D"
"Lexee",1,"D"
"Lily-Rose",1,"D"
"Nickas",1,"D"
"Pipsy",1,"D"
"Burnsie",1,"D"
"Pom pom",1,"D"
"Munchy",1,"D"
"Coolee",1,"D"
"J'ose",1,"D"
"Sicily",1,"D"
"Bello",1,"D"
"Hindon",1,"D"
"Santos",1,"D"
"Ebbie",1,"D"
"Maximus humpdog",1,"D"
"Beama",1,"D"
"Chantik",1,"D"
"Coco-bell",1,"D"
"Sandy / velcro",1,"D"
"Dash mckinlay",1,"D"
"Miller",1,"D"
"Sommer",1,"D"
"Oliver woofel's",1,"D"
"Studdly",1,"D"
"Barry james",1,"D"
"Pup",1,"D"
"Shottie",1,"D"
"Einstein",1,"D"
"Patience",1,"D"
"Lulubell",1,"D"
"Jack junior",1,"D"
"Bellah",1,"D"
"Dimity",1,"D"
"Tinkle",1,"D"
"Chaddie",1,"D"
"Fitzy",1,"D"
"Bonlei",1,"D"
"Fiddy",1,"D"
"Jassa",1,"D"
"Rain",1,"D"
"Bide",1,"D"
"Tallee",1,"D"
"Gala",1,"D"
"Simba swan",1,"D"
"Tip",1,"D"
"Chubs",1,"D"
"Silkeylee",1,"D"
"Octavian",1,"D"
"Shuey",1,"D"
"Thargo",1,"D"
"Scary",1,"D"
"Fegus",1,"D"
"Scobby doo",1,"D"
"Cockatoo hill miss sunshine",1,"D"
"Zephar",1,"D"
"Milly teitzel",1,"D"
"Hooli",1,"D"
"Taia",1,"D"
"Miss georgia",1,"D"
"Wooly",1,"D"
"Izabella",1,"D"
"Harley quinn",1,"D"
"Tek",1,"D"
"Biggy",1,"D"
"Zeppie",1,"D"
"Vayda",1,"D"
"Winney",1,"D"
"Khya",1,"D"
"Jackie chan",1,"D"
"Wickett",1,"D"
"My dog smithy",1,"D"
"Kif",1,"D"
"Seven",1,"D"
"Gowee go-ku",1,"D"
"Bandit ii (the 2nd)",1,"D"
"Kaos lombardi",1,"D"
"Snowey",1,"D"
"Bling",1,"D"
"Beani",1,"D"
"Moffie",1,"D"
"Chinky",1,"D"
"Ludwig",1,"D"
"Kev",1,"D"
"Benson clarke",1,"D"
"Dorje",1,"D"
"Crocodile",1,"D"
"Little man",1,"D"
"Kabuu",1,"D"
"Hurricane",1,"D"
"Mahley",1,"D"
"Chubb",1,"D"
"Ricky bobby",1,"D"
"Poshi",1,"D"
"Razzle",1,"D"
"Pingu",1,"D"
"Bugs",1,"D"
"Simmy",1,"D"
"Taiya",1,"D"
"Chocolate chips",1,"D"
"Quincie",1,"D"
"Starlett",1,"D"
"Skie",1,"D"
"Vance",1,"D"
"Pipoca",1,"D"
"Nelson cran",1,"D"
"Koujo",1,"D"
"Jesse jane",1,"D"
"Alfred henry",1,"D"
"Mamie",1,"D"
"Lily smith",1,"D"
"Honey choca halec",1,"D"
"Armi",1,"D"
"Boise",1,"D"
"Donriver tally ho",1,"D"
"Blaze ii",1,"D"
"Rocco vorace",1,"D"
"Hobbit",1,"D"
"Shaddie",1,"D"
"Oro",1,"D"
"Bungee",1,"D"
"Mikky",1,"D"
"B.j",1,"D"
"Khalil",1,"D"
"Puppa 2",1,"D"
"Seafer",1,"D"
"Daina Isabella",1,"D"
"Azazel",1,"D"
"Blinky",1,"D"
"Wushi",1,"D"
"Koa holmes",1,"D"
"Mocca",1,"D"
"Molly eva rose",1,"D"
"Abena",1,"D"
"Tips",1,"D"
"Butterfly",1,"D"
"Megun",1,"D"
"Chudley",1,"D"
"Teila",1,"D"
"Reuben James",1,"D"
"Keyush",1,"D"
"Ocki",1,"D"
"Oates",1,"D"
"Carmen",1,"D"
"Safari",1,"D"
"Mero",1,"D"
"Fitzey",1,"D"
"Shia",1,"D"
"Wook",1,"D"
"Cyrano",1,"D"
"Tail",1,"D"
"Carlie",1,"D"
"Vee",1,"D"
"Shad",1,"D"
"Deek",1,"D"
"Ecko",1,"D"
"Kroozer",1,"D"
"Jacki",1,"D"
"Persephone",1,"D"
"Zarhara",1,"D"
"Jfr",1,"D"
"Zeba",1,"D"
"Dufus (jules)",1,"D"
"Sabe",1,"D"
"Cwtch",1,"D"
"Jiggal",1,"D"
"Miky",1,"D"
"Mitzue",1,"D"
"Figgie",1,"D"
"Veebee",1,"D"
"Glen",1,"D"
"Bonzei",1,"D"
"Bribie",1,"D"
"Phred",1,"D"
"B jay",1,"D"
"Captain Silver",1,"D"
"Gotcha",1,"D"
"Zuka",1,"D"
"Capsule",1,"D"
"Koola",1,"D"
"Simi",1,"D"
"Mauri",1,"D"
"Mickey blue eyes",1,"D"
"Piccila",1,"D"
"Tahchee",1,"D"
"Breezy",1,"D"
"Tangi",1,"D"
"Tapian",1,"D"
"Jinny",1,"D"
"Lu",1,"D"
"Jaxy",1,"D"
"Baggins",1,"D"
"Marble",1,"D"
"Rizla",1,"D"
"Milley",1,"D"
"Qtpi",1,"D"
"Bau",1,"D"
"Nockie",1,"D"
"Poddie",1,"D"
"Zing",1,"D"
"Weezl sneezl",1,"D"
"Dextar",1,"D"
"Sassha",1,"D"
"Woodja",1,"D"
"Finsch",1,"D"
"Jinker",1,"D"
"Moofie",1,"D"
"Carlisle",1,"D"
"Cee cee",1,"D"
"Shelby rose",1,"D"
"Woosha",1,"D"
"Ailbhe",1,"D"
"Moodle",1,"D"
"Boondy",1,"D"
"Polly waffle",1,"D"
"Boadi",1,"D"
"Mikito",1,"D"
"Durban",1,"D"
"Cherri",1,"D"
"Ka'iwi",1,"D"
"Speed",1,"D"
"Elton",1,"D"
"Philo",1,"D"
"Xylon",1,"D"
"Fruity",1,"D"
"Kazanna",1,"D"
"Ischtar",1,"D"
"Plugger",1,"D"
"Bruto",1,"D"
"Tamaruke lexie",1,"D"
"Spooks",1,"D"
"Sticky",1,"D"
"Tiani",1,"D"
"Pizza",1,"D"
"Princess paws",1,"D"
"Andrew",1,"D"
"Jomo",1,"D"
"Zaba",1,"D"
"Shimar",1,"D"
"Chad edwards",1,"D"
"Joseppy",1,"D"
"Bossi",1,"D"
"Majing",1,"D"
"Dumper",1,"D"
"Tsetse",1,"D"
"Tinka belle",1,"D"
"Shaaka",1,"D"
"Santosha",1,"D"
"Zuie",1,"D"
"Narli",1,"D"
"Shakespeare",1,"D"
"Leilah rose",1,"D"
"Unit",1,"D"
"Fifie",1,"D"
"Kumo",1,"D"
"Midi",1,"D"
"Fui-fui",1,"D"
"Piccola",1,"D"
"Mullet",1,"D"
"Lucy Cate",1,"D"
"Uncle rex",1,"D"
"Jolt",1,"D"
"Bojo",1,"D"
"Bellagio",1,"D"
"Goldilocks",1,"D"
"Mocka",1,"D"
"Ube",1,"D"
"Zelki",1,"D"
"Josabella",1,"D"
"Hernie",1,"D"
"Ni hua",1,"D"
"Si si",1,"D"
"Aussie Juddy",1,"D"
"Co-co",1,"D"
"Gomer",1,"D"
"Bj ( buddy junior)",1,"D"
"Shakana",1,"D"
"Sarie",1,"D"
"Rafaelo",1,"D"
"Nysa",1,"D"
"Dream",1,"D"
"Jazper",1,"D"
"Boggle",1,"D"
"Minque",1,"D"
"Ella Rawson-Erb",1,"D"
"Tiana",1,"D"
"Chi-cha",1,"D"
"Ashur",1,"D"
"Gerry-lee",1,"D"
"Kosi",1,"D"
"Flosie",1,"D"
"Charlette",1,"D"
"Ruebey",1,"D"
"Gundi",1,"D"
"Zanthie",1,"D"
"Tops",1,"D"
"Moody",1,"D"
"Cote",1,"D"
"Bijoux",1,"D"
"Millicent",1,"D"
"Mindee",1,"D"
"Poppit",1,"D"
"Seneca",1,"D"
"Astroboi",1,"D"
"Cappi",1,"D"
"PC",1,"D"
"Sophie Maree",1,"D"
"Peggy Sue",1,"D"
"Cashmere",1,"D"
"Tipper",1,"D"
"Sheiba",1,"D"
"Eljay",1,"D"
"Dougy",1,"D"
"Zahra",1,"D"
"Mogli",1,"D"
"Ary",1,"D"
"Millly",1,"D"
"Sunset Mist (Misty)",1,"D"
"Amigos",1,"D"
"Bokki",1,"D"
"Nano",1,"D"
"Prince Hiro",1,"D"
"Gwenaveve",1,"D"
"Whiskas",1,"D"
"Cyclone",1,"D"
"Patch Bandit",1,"D"
"Paquita",1,"D"
"Ocea",1,"D"
"Dermot",1,"D"
"Moz",1,"D"
"Petite",1,"D"
"Aksel",1,"D"
"Sydney Cooper",1,"D"
"Joseph",1,"D"
"Brutis",1,"D"
"Zeki",1,"D"
"Wax",1,"D"
"Pugsly",1,"D"
"Rosa-Lima",1,"D"
"Sila",1,"D"
"Chevie",1,"D"
"Fuzzy",1,"D"
"Buddcus",1,"D"
"Charlie Boy",1,"D"
"Pansy",1,"D"
"Kol",1,"D"
"Hulio",1,"D"
"Ashbolt Ark Royal",1,"D"
"Kay Dee",1,"D"
"DODGY",1,"D"
"Phaty",1,"D"
"Barlee",1,"D"
"Varg",1,"D"
"Tinki",1,"D"
"Mallory",1,"D"
"Barnabas",1,"D"
"Piao",1,"D"
"Goober",1,"D"
"Mr",1,"D"
"Cherokee",1,"D"
"Scraphy",1,"D"
"Mambo Mills",1,"D"
"Tobias",1,"D"
"Sylvan",1,"D"
"Myra",1,"D"
"Radi",1,"D"
"Cherub /Mia",1,"D"
"Kalo",1,"D"
"Gizzmo",1,"D"
"Miss Milly Molly Wachowa",1,"D"
"Moggy",1,"D"
"Dara",1,"D"
"Lacy",1,"D"
"Bellie Pickles",1,"D"
"Auriol",1,"D"
"UC",1,"D"
"Turkey",1,"D"
"Jarrah
Jarrah",1,"D"
"Qantas",1,"D"
"Dalby",1,"D"
"Bob Wong",1,"D"
"Buddy love",1,"D"
"Johnathon",1,"D"
"Twiggie",1,"D"
"Hiccups",1,"D"
"Rascall",1,"D"
"Priscilla Powder Puff",1,"D"
"Baron",1,"D"
"Piixie",1,"D"
"Pesto",1,"D"
"Hidie",1,"D"
"Ishka",1,"D"
"Looloo",1,"D"
"Jaydah",1,"D"
"Benington",1,"D"
"Rippers",1,"D"
"Talei",1,"D"
"Blacki",1,"D"
"Dililah",1,"D"
"Juniper",1,"D"
"Mr Wilson",1,"D"
"Jango Felt",1,"D"
"Woggle",1,"D"
"Yebo",1,"D"
"Splodge",1,"D"
"Bradford",1,"D"
"Honey Bea",1,"D"
"Rahli",1,"D"
"Maxwell Smart II",1,"D"
"Zami",1,"D"
"Shyama",1,"D"
"Little One",1,"D"
"Sika",1,"D"
"Madde",1,"D"
"Satly",1,"D"
"Madagascar Romeo",1,"D"
"Starsky",1,"D"
"Homer J",1,"D"
"Tiva",1,"D"
"Wroxham",1,"D"
"Viola",1,"D"
"Renton",1,"D"
"Maiden",1,"D"
"Tia Maria",1,"D"
"Windsor",1,"D"
"Lilly Crosby",1,"D"
"Shrekkie",1,"D"
"Dalai",1,"D"
"Swivel",1,"D"
"Kunga",1,"D"
"Aneka",1,"D"
"Mellanie",1,"D"
"Occi",1,"D"
"Gypsea Girl",1,"D"
"Sarah Jane",1,"D"
"Sava",1,"D"
"Sharkie",1,"D"
"Malakai",1,"D"
"Lady Bug",1,"D"
"Kooga",1,"D"
"Shishko",1,"D"
"Chevelle",1,"D"
"Hinata",1,"D"
"Shoba",1,"D"
"Shimano",1,"D"
"Pantha",1,"D"
"Matt",1,"D"
"Sancho",1,"D"
"Zona",1,"D"
"Gizmo (Gus)",1,"D"
"Stephie",1,"D"
"Tim",1,"D"
"McKenna",1,"D"
"Linxy",1,"D"
"Codee",1,"D"
"Gossip",1,"D"
"Sadiq",1,"D"
"Jellie",1,"D"
"Thea-Dora",1,"D"
"Ritzy Princess",1,"D"
"Chey",1,"D"
"Zowie",1,"D"
"Roxy (Rock Monster)",1,"D"
"Yota",1,"D"
"Milly Keepwalking",1,"D"
"Kizzi",1,"D"
"Belle Star Hazel",1,"D"
"Louis R",1,"D"
"Sinner",1,"D"
"Selene",1,"D"
"Diablo",1,"D"
"Nigella",1,"D"
"Chui",1,"D"
"Samir",1,"D"
"Skruffy",1,"D"
"Trina",1,"D"
"Teisha",1,"D"
"Hanz",1,"D"
"Tidda",1,"D"
"Ouch",1,"D"
"Gorgeous",1,"D"
"Otti",1,"D"
"Jali",1,"D"
"Silvermist Nicola",1,"D"
"Bitty",1,"D"
"Smeagle",1,"D"
"Emma-Lee",1,"D"
"Scuba",1,"D"
"Oggy",1,"D"
"Savannah",1,"D"
"Rorschach",1,"D"
"Maysie",1,"D"
"Zipper",1,"D"
"Budd",1,"D"
"Vamp",1,"D"
"Kinobi",1,"D"
"Meesha",1,"D"
"Mowie",1,"D"
"Muddle",1,"D"
"Buffalo Bill",1,"D"
"Twix",1,"D"
"Chokko",1,"D"
"Mini Me",1,"D"
"Shadie",1,"D"
"Honky",1,"D"
"Linc",1,"D"
"Zoraida",1,"D"
"Stockton Louis - AKA Teddy",1,"D"
"Jimmy Morrison",1,"D"
"Capo",1,"D"
"Daisee",1,"D"
"Chakeeta",1,"D"
"Mr Digby",1,"D"
"Barnsy",1,"D"
"Amalie / Pip",1,"D"
"Stiggy",1,"D"
"Bwana",1,"D"
"Timba",1,"D"
"Maxim",1,"D"
"Xing Azure",1,"D"
"Scrufti",1,"D"
"Hoolio",1,"D"
"Rolli",1,"D"
"Chardi",1,"D"
"Sachmo",1,"D"
"Pilah",1,"D"
"Raymond",1,"D"
"Danah",1,"D"
"Wills",1,"D"
"Chuck Finley",1,"D"
"Jack Sparrow",1,"D"
"Flecki",1,"D"
"Chubz",1,"D"
"Uriah",1,"D"
"Tom Tom",1,"D"
"Tegan",1,"D"
"Dobie",1,"D"
"Goofy",1,"D"
"Hon-ee",1,"D"
"Russtie",1,"D"
"Tyslon",1,"D"
"Doon",1,"D"
"Lily Jaffa Morgan",1,"D"
"Anastacia",1,"D"
"Batty",1,"D"
"Ewan",1,"D"
"Mirri",1,"D"
"Sundae",1,"D"
"Ulysses",1,"D"
"Backup",1,"D"
"Meggsy",1,"D"
"Luciano",1,"D"
"Bledisloe",1,"D"
"Azmik",1,"D"
"Cypress",1,"D"
"Jana",1,"D"
"Figgy",1,"D"
"Yuma",1,"D"
"Erica",1,"D"
"Ida",1,"D"
"Couga",1,"D"
"Tempe",1,"D"
"Ted Wilson",1,"D"
"Carbon",1,"D"
"Sia Ada Banks",1,"D"
"Regal",1,"D"
"Strip",1,"D"
"Blackey",1,"D"
"Zaylen",1,"D"
"Ruby Bates",1,"D"
"Opal Matilda",1,"D"
"Buggzy",1,"D"
"Mirra",1,"D"
"Rock11",1,"D"
"Daisie",1,"D"
"Dash ( Flash)",1,"D"
"Dean",1,"D"
"Caine",1,"D"
"Santana",1,"D"
"Aramis",1,"D"
"Snooky",1,"D"
"Maemi",1,"D"
"Miso",1,"D"
"Hester",1,"D"
"Harvi",1,"D"
"Lik Lik",1,"D"
"Hubba Bubba",1,"D"
"Foster",1,"D"
"Zyon",1,"D"
"Maska",1,"D"
"Buba",1,"D"
"Patton",1,"D"
"Nimi",1,"D"
"Kahyna",1,"D"
"Scozzie",1,"D"
"Benjy",1,"D"
"Noos",1,"D"
"Arjuna",1,"D"
"Yassa",1,"D"
"Amisa",1,"D"
"Macaroni",1,"D"
"Princess Gracie",1,"D"
"Summer (Patch)",1,"D"
"Karmal",1,"D"
"Brumby",1,"D"
"Scallywag",1,"D"
"Secret",1,"D"
"Snowflake (Snowy)",1,"D"
"Mwana",1,"D"
"Vala",1,"D"
"Mittzy",1,"D"
"Zayley",1,"D"
"Lucy Rose",1,"D"
"DOK",1,"D"
"Kendi",1,"D"
"Mr Pickles",1,"D"
"Toastie",1,"D"
"Bella Chi",1,"D"
"Ox",1,"D"
"Lando",1,"D"
"Louella",1,"D"
"Ricco",1,"D"
"Mo (Mooka)",1,"D"
"Dancer",1,"D"
"Hojo Bobo",1,"D"
"Campbell",1,"D"
"Keppi",1,"D"
"Shaun",1,"D"
"La Bush",1,"D"
"Czimba",1,"D"
"Hoodie",1,"D"
"Belle Blue",1,"D"
"Sketchy",1,"D"
"Raani",1,"D"
"Ko-Ko",1,"D"
"Jess Joy",1,"D"
"Sev",1,"D"
"Bear-Yoda",1,"D"
"Kaida",1,"D"
"Ayeslin",1,"D"
"Perrin",1,"D"
"Jessii",1,"D"
"Mandi",1,"D"
"Cushla",1,"D"
"Scotter",1,"D"
"Uro",1,"D"
"Georgio",1,"D"
"Esta",1,"D"
"Tandie",1,"D"
"Ena",1,"D"
"Missy Lu",1,"D"
"Allbie",1,"D"
"Bailey Harlo",1,"D"
"Diga",1,"D"
"Shevy",1,"D"
"Rukus",1,"D"
"Kola",1,"D"
"Boomba",1,"D"
"Banksia",1,"D"
"Fugly",1,"D"
"Gussy",1,"D"
"Minti",1,"D"
"Chipo",1,"D"
"Gravy",1,"D"
"Matua",1,"D"
"Speedie",1,"D"
"Gya",1,"D"
"Safa",1,"D"
"Benson Cedric",1,"D"
"Delia",1,"D"
"Thimble",1,"D"
"Clansi",1,"D"
"Towie",1,"D"
"Jonzie",1,"D"
"Filo",1,"D"
"Rip",1,"D"
"
Jasper",1,"D"
"IJ",1,"D"
"Pudgy",1,"D"
"Fez",1,"D"
"Miss Molly McMoo",1,"D"
"Zephy",1,"D"
"Mistique",1,"D"
"Brandine",1,"D"
"Lakota",1,"D"
"Poet",1,"D"
"Uumba",1,"D"
"Muzoo",1,"D"
"Mutty",1,"D"
"Eilean",1,"D"
"K.C.",1,"D"
"Kanji",1,"D"
"Marnie Ohana",1,"D"
"Snake",1,"D"
"Ruby Jazz",1,"D"
"Walton",1,"D"
"Tolly",1,"D"
"Bessie Jane",1,"D"
"Woochy",1,"D"
"Kgabo",1,"D"
"Ninde",1,"D"
"Nakooma",1,"D"
"Ken",1,"D"
"Bridy",1,"D"
"Brook",1,"D"
"Noonbarra Ziva",1,"D"
"McGee",1,"D"
"Kia Kaha",1,"D"
"Rampage (Rammy)",1,"D"
"Sabestain",1,"D"
"Tooee",1,"D"
"Saachi",1,"D"
"Ham",1,"D"
"Atty",1,"D"
"K.I.T.T.",1,"D"
"Halle Berry",1,"D"
"Shemar",1,"D"
"Snert",1,"D"
"Avril",1,"D"
"Skol",1,"D"
"Hang Oon",1,"D"
"Brynne",1,"D"
"Benaud",1,"D"
"Dusty Brooks",1,"D"
"McLeod",1,"D"
"Revvy",1,"D"
"Billy Potts",1,"D"
"Rusha",1,"D"
"Trez",1,"D"
"Kaje",1,"D"
"Esto",1,"D"
"Sergio",1,"D"
"Dizzee",1,"D"
"Xana",1,"D"
"Floyd George",1,"D"
"Chokito Dana Jean Howell",1,"D"
"Buzby",1,"D"
"Coca Vanieris",1,"D"
"Rugar",1,"D"
"Defer",1,"D"
"Bangas",1,"D"
"Dobbie",1,"D"
"Taiikiru",1,"D"
"Flinders",1,"D"
"Dez",1,"D"
"Cielo",1,"D"
"Spec",1,"D"
"Tatts",1,"D"
"Zone",1,"D"
"Tennessee",1,"D"
"Molly May",1,"D"
"Sioux",1,"D"
"Chopa",1,"D"
"Cuzco",1,"D"
"Mr Poto",1,"D"
"Utah",1,"D"
"Wrex",1,"D"
"Uno",1,"D"
"Skyler",1,"D"
"Pretty",1,"D"
"Tripper",1,"D"
"Eco",1,"D"
"Calin",1,"D"
"Shac",1,"D"
"Luis Vuitton",1,"D"
"Belladon",1,"D"
"Peper",1,"D"
"Kenworth",1,"D"
"ROBO",1,"D"
"Gaga",1,"D"
"Beiber",1,"D"
